Id,Predicted
1275,1413951.9833758113
1276,1263929.7692243578
1277,1511559.0790956465
1278,1435009.6266257346
1279,1264197.7138819108
1280,1206217.2935959822
1281,1387912.7229108312
1282,1309847.6059531344
1283,1344558.7367069079
1284,1410310.3679633173
1285,1490806.954153334
1286,1582525.633635593
1287,1562618.4274733812
1288,1436472.5558859326
1289,1400583.7781287695
1290,1368771.0427961908
1291,1283942.2938052453
1292,1443028.33430926
1293,1451104.5379874476
1294,1569862.6126063357
1295,1716998.1063922136
1296,1310281.1059675696
1297,1315655.0341950424
1298,1461580.3526140947
1299,1402329.1071945115
1300,1645464.8802001504
1301,1183647.2870148385
1302,1259472.3401246523
1303,1377264.2999446355
1304,1326828.1213585942
1305,1270543.5537574142
1306,1371237.4741326694
1307,1604299.2939199707
1308,1452507.5037051882
1309,1249080.3325171205
1310,1463515.3249109893
1311,1334961.9612108204
1312,1121124.2233634372
1313,1406065.2693529285
1314,1543101.4933151666
1315,1204416.6113664554
1316,1305510.183909433
1317,1394379.3770247381
1318,1330156.9400018365
1319,1495085.3499517115
1320,1376678.117922685
1321,1413232.4052688982
1322,1304574.5087398586
1323,1537543.4092032232
1324,1268044.849776957
1325,1428312.8697305447
1326,1562385.6979732264
1327,1510904.3047674585
1328,1620826.6043691593
1329,1389957.6739912445
1330,1371137.2669785982
1331,1413715.026110326
1332,1720644.8898229764
1333,1525121.7300013695
1334,1263754.75924489
1335,1248218.2995443535
1336,1238125.7562980375
1337,1129609.7194251704
1338,1311539.6172396366
1339,1181818.4469573593
1340,1727589.4039530638
1341,1119995.7333340268
1342,1354245.5227022788
1343,1625203.3977139546
1344,1314039.0265918358
1345,1423657.400029516
1346,1202175.7054811558
1347,1441381.5289001642
1348,1487929.122804283
1349,1632306.7986237202
1350,1388302.922017805
1351,1274676.9815387886
1352,1163325.6848063099
1353,1472463.167466652
1354,1462792.1837919257
1355,1601378.9431560722
1356,1424999.3023921489
1357,1433691.180678127
1358,1397232.1706703994
1359,1437393.8729408986
1360,1164292.149882596
1361,1124401.94810119
1362,1501531.4071918668
1363,1325317.7058116933
1364,1312761.6816325767
1365,1142764.4609504156
1366,1312045.2858558851
1367,1566567.7619833103
1368,1436006.2734879386
1369,1303360.1625228592
1370,1457238.1879136532
1371,1550091.4179086739
1372,1199936.4628039198
1373,1669942.3523631196
1374,1396705.1541027497
1375,1234081.482004676
1376,1325641.901585241
1377,1243119.2641899132
1378,1530998.774493188
1379,1383760.5325937318
1380,1451827.612761287
1381,1578025.7083335463
1382,1213890.6939381333
1383,1298561.7042590363
1384,1531145.3915014272
1385,1447818.330326891
1386,1094784.9557131089
1387,1312819.9184803714
1388,1638407.3375762824
1389,1252916.0521182457
1390,1461686.2990402135
1391,1688635.3727419046
1392,1567905.7711222565
1393,1529550.087634816
1394,1261079.371230085
1395,1456598.9655774208
1396,1565323.5188416215
1397,1312144.1736257356
1398,1541189.2169978844
1399,1482261.0211826637
1400,1275182.5001572375
1401,1158397.4939173048
1402,1317599.0452345782
1403,1625373.4563523398
1404,1357590.3778355557
1405,1418675.2155981103
1406,1562924.0771025398
1407,1456088.332330307
1408,1285944.6345052237
1409,1465879.6216251235
1410,1555603.4458029377
1411,1568311.7193049418
1412,1517454.3137997065
1413,1438203.6861328667
1414,1284714.8035605722
1415,1199414.3826579934
1416,1618437.26949756
1417,1286375.5388970268
1418,1215022.5895282282
1419,1465262.7731517276
1420,1617536.923188896
1421,1511909.4507849524
1422,1352346.1013500276
1423,1332389.090828227
1424,1476051.3708249961
1425,1373664.1010701866
1426,1396128.1831101535
1427,1311003.8309729951
1428,1334469.9856564149
1429,1408307.7336988244
1430,1168282.16321167
1431,1231004.4285037268
1432,1540530.7749299242
1433,1624421.7716069948
1434,1379214.391016499
1435,1572400.4953561055
1436,1762901.9820903696
1437,1353526.2756549593
1438,1312703.6903364698
1439,1742190.7006010755
1440,1348723.542122941
1441,1434985.7975527975
1442,1422495.0922997438
1443,1486458.0811702088
1444,1657569.2065203646
1445,1350995.1678927087
1446,1628820.3980711026
1447,1437046.477575991
1448,1369458.5673928384
1449,1582821.3545192215
1450,1159946.6180376715
1451,1582987.736511952
1452,1531942.8269398226
1453,1327078.4954306022
1454,1765272.9934334282
1455,1424070.4972784556
1456,1428472.6927128243
1457,1563920.9646715226
1458,1315665.7031860175
1459,1341732.5192810076
1460,1470776.7056290216
1461,1322898.2411467133
1462,1226937.5925684064
1463,1546341.2573814092
1464,1424471.4356931753
1465,1405777.3372992466
1466,1243443.440694842
1467,1565355.6033086139
1468,1135233.979126717
1469,1250643.7196697127
1470,1438471.0118286205
1471,1355784.23632072
1472,1449968.7231624208
1473,1528166.5638019994
1474,1345274.6379856716
1475,1558104.308130861
1476,1381237.9118828238
1477,1512031.7788101167
1478,1476511.705246607
1479,1324186.6086585654
1480,1530095.2349675233
1481,1611846.4609374886
1482,1403977.6934794602
1483,1478943.9759277012
1484,1267320.9156399302
1485,1552099.91738059
1486,1540577.5092531699
1487,1312789.622277878
1488,1119593.746432522
1489,1170545.9996450664
1490,1146326.112318254
1491,1517534.0390877977
1492,1260418.7496341313
1493,1459298.5001483283
1494,1487705.16282074
1495,1312062.2401017933
1496,1576625.1593426156
1497,1610285.641876098
1498,1457306.51145441
1499,1266494.5867691725
