,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Address
648,74008.82755503603,6.354988920594004,9.066515985284337,5.28,32743.78029652716,"28451 Aaron Crescent Suite 764
Lake Mary, WV 10610"
649,68377.38138276852,5.2060219317292855,5.744059838138965,2.33,33641.5608437773,"249 Cameron Springs Suite 697
Mitchellville, IL 27190"
650,61053.03800341368,5.787890691614519,5.687062576234172,2.02,40675.77382612714,"8559 Cooper Cove Suite 935
Katherinemouth, NE 81147-6595"
651,67561.94206013891,5.251400747142777,7.658576338909918,4.04,35517.54187040426,"02304 Brandon Stravenue Apt. 231
Cordovabury, ID 36688"
652,67128.93472031949,8.339253759776716,4.621620061190644,4.17,48165.64498599747,"216 Reyes Plaza
Lake Robertstad, TX 63527-1930"
653,58970.57956655696,5.686392608327028,7.6883186943214525,6.22,18991.77716834305,"15561 Cameron Cliffs
South Mark, NE 53966-8240"
654,67079.97603720162,5.7671219907348545,6.952632517478572,2.26,33434.09617711061,"0709 Willis Motorway
Heatherfort, FM 22804"
655,69360.1448084024,7.305381359002596,6.999391857911903,2.34,26863.67919102479,"093 Angela Burg Suite 703
Carriestad, AL 42666"
656,85192.74240775467,6.501045967495803,6.889478356843396,2.22,22850.062679027866,"6386 Palmer Underpass Suite 102
Port Jackborough, TX 42754-8619"
657,51144.8509024324,4.191621744147208,6.701869130753765,3.03,18277.60136426313,"USCGC Phillips
FPO AA 52720"
658,59886.418535766046,3.443457952369565,5.7246073931566235,3.5,54546.8265214163,"USS Hunt
FPO AA 46601"
659,69201.43740523305,5.559047314109027,5.727367756101588,3.42,42573.57801465426,"21473 Harris Mills Suite 116
New Todd, ND 42714"
660,79763.06156964676,6.0826949542208775,5.891707892761264,3.36,53615.3499441818,"2047 Jodi Turnpike
Johnfurt, MA 96951-8875"
661,62554.55457167506,5.553856475699772,6.2869283554544255,4.36,39403.959917647786,"842 Bryan Branch Apt. 031
Foxborough, MT 33830"
662,68334.78256475009,8.68843407427393,8.296461691079946,4.23,36621.75954384187,"9424 West Ports Apt. 071
Harveychester, NH 87650"
663,69667.17920837186,7.256935687825699,6.573618400457013,4.42,53056.06199593409,"71045 Wilkinson Walks Apt. 656
Port Lisachester, OK 32903"
664,72630.00940418939,5.737895717996549,4.71106043058696,3.03,45888.87423106533,"5310 Spencer Camp Apt. 208
Lake Jameschester, ND 76287-2286"
665,46627.78948145013,5.276614897899061,6.407339520069296,3.28,37302.52533759223,"Unit 8914 Box 7372
DPO AP 59681"
666,50760.353726982474,6.440641901697571,5.754531582784474,2.44,34685.180705432,"74620 Harrington Road Suite 666
South Angie, OH 45852"
667,67395.32974648777,6.801526301707604,7.810227726792465,6.1,54687.82183010497,"560 Renee Turnpike Suite 782
Blanchardland, LA 07916-4305"
668,70333.46047505629,5.758922428231928,6.531334847045868,4.05,44795.531112939774,"PSC 1222, Box 3820
APO AP 48458"
669,82998.34592136246,6.246293932010398,6.4721381443288735,4.43,35153.586261147146,"9554 Rivers Inlet
Griffinport, NY 70593-8124"
670,55468.48688558909,6.783950659321978,7.798627624713283,3.4,37666.331184975184,"53604 Charles Inlet
North Sarah, RI 84479"
671,60837.72747524912,6.86473049753724,6.863966569905305,2.47,58168.62144207411,"87580 Suzanne Viaduct
Andersonstad, MI 97761"
672,57631.59790855495,5.6510927610406085,4.960131756057528,4.27,33884.18378749388,"483 Henry Locks
Wilcoxtown, SD 27970"
673,68167.07984417693,5.981856486829157,6.658310365614533,2.47,13977.629784505923,"227 Willis Divide
Petersview, ID 30955"
674,63686.25989239816,5.93842786245185,8.763599419006235,3.49,18163.773616635197,"USCGC Mckenzie
FPO AE 67107-3112"
675,67877.0233374628,5.678509325806679,6.320235228097501,2.38,19524.09855328009,"8391 Butler Falls
New Brianmouth, NY 39629-1620"
676,77825.22746888138,6.720492786024312,7.425285366403888,5.17,31439.971219291187,"481 Fisher Bridge
East Christina, NV 36023-3431"
677,79757.01856484351,3.96267220613804,6.3607222181323895,2.08,45130.82827803133,"9321 Caleb Locks
Port Jennifer, OK 91266"
678,57045.76576652997,4.397396469002077,6.95593393234128,2.09,49759.2717206917,"5845 Emily Mountains Suite 577
Candiceborough, VI 08135-5978"
679,69789.32740035282,5.2213223318637825,6.34119585017053,2.36,40473.765249081385,"USNS Shaw
FPO AA 60162"
680,69882.2739259536,5.646557664312893,5.64764584969608,4.35,19544.751963598832,"074 Davidson Row
Lake Davidbury, WV 44303-5567"
681,88968.52173221511,4.908329526113353,7.014097560696638,3.01,34751.73695274278,"186 Perez Drives Suite 629
East Nicholas, DC 61121"
682,83145.08571314519,7.1909755677126395,9.309901621933726,6.17,7360.295191263632,"605 Chen Prairie Apt. 587
West Crystalfort, AK 97369"
683,67631.23514352605,8.301924703003042,6.491297608638345,2.32,24624.647796888803,"3127 Melanie Neck Apt. 951
Davisbury, DE 43748"
684,64427.37436821848,4.7513603425793915,6.394383439320515,4.45,25653.687923495738,"170 Denise Shores
West Kyleberg, IL 67228-2100"
685,43800.29196776501,7.364521954900029,6.990744746311183,2.17,34184.9658712033,"59488 Brandon Plaza
Danielmouth, DC 61389"
686,70026.92524651324,6.0785912564250895,8.190954955798588,3.14,38102.4655577202,"171 Wayne Flat Apt. 324
Bartlettside, IL 19674"
687,66039.73843530688,4.87692110725671,9.067212171154356,6.48,15612.67720593723,"4725 Briana Hill Suite 003
West Ashley, CO 79945-8862"
688,53776.63203125717,6.765543807371169,5.945896721613284,4.24,29324.002637264886,"75906 Marissa Ville Apt. 047
Robinsonside, MN 51149"
689,67468.61518092551,7.080239915115538,7.619312876154902,3.03,44476.16566248502,"2003 Lori Radial
Kendraberg, OK 79288"
690,62223.19971533541,6.421407031946484,6.921320355617596,2.45,35450.55481546878,"481 Sarah Plaza
East Meganton, SD 39173-7869"
691,63797.57852066836,5.689564063454525,7.305667972185751,4.38,26094.905575758217,"34363 Joshua Ville Suite 813
Cochranchester, PR 09069-3135"
692,68227.88156939973,6.108941425977986,5.89168775396153,3.06,38294.55889494052,"60062 Butler Isle Apt. 286
Christopherland, HI 76306"
693,71642.46377505624,6.401203921452985,7.074909961041232,4.03,27727.03253020417,"282 Frank Freeway
East Michaelside, DE 91260-8323"
694,82251.6530083296,7.741091333917388,7.636653827124367,6.49,18408.798635339484,"04952 Michael Terrace Apt. 414
Port Tammy, GA 56924-1868"
695,60018.893768760936,6.650993717991443,5.2586963937301485,3.07,35188.91825895532,"16801 Brittany Rest Apt. 325
Myersbury, NJ 85095-5060"
696,79477.86951396447,5.833289340118526,6.933969226169848,3.17,30411.18439401833,"4638 Brown Ridges
East Victoria, WI 18252-6242"
697,69186.62251764281,7.32827543895157,6.499033463043189,4.38,49505.78370106866,"5281 King Motorway
Tinafort, ID 72673"
698,66829.18387935273,5.578788080207648,7.343420850618124,4.22,48776.926606420944,"09952 Newman Club Suite 825
Amberland, RI 48384-8566"
699,93303.68384864288,4.720580700407697,7.793745988513035,3.42,38162.61294597664,"8619 Brandon Coves
West John, SC 38987"
700,60717.398272177474,4.409209198826916,5.303686665501512,4.11,42891.598943905046,"647 Parks Summit
Charlesfort, CT 20661"
701,81291.67049062853,5.213993837868868,8.429901753415908,4.19,33097.556411490266,"532 Cox Creek
West Edwinstad, WV 45014-6020"
702,67547.87106640745,6.5247213384784315,7.38122484225448,4.18,28131.71901919543,"639 James River Suite 931
West Denise, KY 32288"
703,66262.19252523738,6.292294205540612,4.923681152276594,4.23,45055.2400999024,"372 Stephanie Port Apt. 695
Johnsonland, WY 50037"
704,57671.35291799159,6.260993427142451,7.296984059049038,4.04,30496.293449437984,"511 Parker Plains
Lake Paige, TN 66753-2740"
705,56060.90043176484,6.156145636995584,6.6695317061935695,4.26,42461.31544160229,"80173 Garrett Locks Apt. 259
Cookborough, VI 63291-1546"
706,75034.52363574503,5.781936693292447,5.521846997025461,3.28,25348.471269603804,"247 Gray Loop
Guerreroburgh, MA 24294"
707,77265.74829798454,5.3870786087311195,7.600015976987018,3.46,21558.37574550794,"270 Sarah Vista
North Jessicatown, MP 84920-3221"
708,62279.79005157392,6.108449991281682,6.306116349848911,4.12,35263.65313745236,"173 Mendoza Land
West John, NJ 57690"
709,78239.40566132429,4.565139092546832,7.034869544865448,3.05,36936.62977302445,"12212 Fleming Streets
New Gregoryville, ME 23793"
710,75474.97326429907,8.44946816297835,7.206516951587807,6.11,24034.62827146022,"Unit 4217 Box 2866
DPO AE 50558"
711,73732.21222715949,4.9154842203837505,7.747907541313155,6.5,36734.74419796701,"472 Brian Station Apt. 917
Morenobury, PA 44089-5528"
712,72533.05727370757,8.092440179538283,5.717740091343675,2.26,46369.54384104632,"99091 Mosley Station
Lewisside, KY 57953"
713,68785.85473646599,6.150061464299357,9.507527474003188,4.11,40634.94902110482,"323 Alexandria Crescent
Lake Brittanyside, ND 52937-5753"
714,49825.84884563643,6.358266692721981,8.384392014902955,6.15,46399.809594078506,"4405 Smith Harbor
Port Margaret, GU 67322"
715,57847.31706679789,5.119668858051472,8.346175611893074,4.39,40208.77121458728,"5048 Marquez Meadows Suite 774
Jessicamouth, VA 80789"
716,92151.66658372388,5.640918859475776,6.509836776534067,2.21,37067.682458651136,"53516 Michael Greens
South Scottbury, MP 82773"
717,61951.17043520197,6.0651836711903275,7.438633339680427,5.43,31521.27570993935,"471 Robert Path Apt. 386
South Sherrymouth, OR 35057-8177"
718,64492.95447847785,8.019634995071899,6.424085419609916,4.41,30102.13318764163,"5834 Bryan Views
South Deannatown, NC 16250"
719,71336.15008440008,4.8930131246119455,7.701407168570433,3.22,25377.136744577165,"711 Brown Streets
West Christinahaven, MA 80655"
720,61830.23950122861,6.099760912355622,6.5435423601471525,3.16,37688.390479279915,"70673 Christopher Mountains Apt. 785
West Mikeside, AR 76748"
721,77898.5103885883,4.272548632040605,8.274472679349568,3.28,59563.16041835372,"092 Lisa Circle
Port Jacquelineport, CT 28492-8937"
722,70087.56612912437,5.8927024261237495,6.9777943931973825,2.27,53612.27829068564,"PSC 3528, Box 7580
APO AE 08696-0234"
723,79243.23682465067,5.822324358447761,6.544602745549951,4.23,32761.55672902804,"71521 Fowler Viaduct Apt. 571
Diazmouth, PW 46459-0425"
724,70793.71966575665,4.608455548664463,6.3940935917580966,3.43,19908.13073958441,"USNS Miller
FPO AE 14408"
725,68104.65855749702,5.897648506333318,7.050999423549683,3.05,35008.267513768515,"85978 Lauren Rapid Suite 923
Port Thomasborough, MS 02927-8640"
726,74325.08440479987,5.989045632298646,6.302285243433558,3.37,32034.982426704883,"73203 Kristy Pine Apt. 726
Randyview, VA 26110"
727,57584.84524068713,6.235777365983025,4.6740735644436135,2.12,46724.89921151675,"5643 Jordan Keys
South Lindsayfort, KY 46709"
728,74497.67307720639,6.1660264433542045,8.142657828317716,4.01,28160.45753523581,"03161 Lori Meadows Suite 563
Andersonfurt, MT 47363"
729,66169.90517803133,6.9107342479069365,6.467064994141916,2.06,25362.120634075807,"666 Patrick Islands
East Chaseside, CT 39131"
730,96290.15967304728,5.1666484404679505,8.317600439883378,5.15,45801.17222920505,"Unit 4093 Box 6395
DPO AA 76428"
731,57535.88765163706,4.090967562875622,7.572639285078635,5.01,31668.24611731462,"6796 Natalie Lock Apt. 105
East Melissaport, NC 91081"
732,67682.72889481779,5.939367842924508,6.468016910042888,4.05,37028.69622089246,"PSC 1769, Box 1709
APO AE 77664"
733,68025.57066263781,5.248054680708584,6.945083996968639,4.23,35478.582989526316,"05581 Thompson Mountains
Lake Darlenefurt, NH 44102-3505"
734,77456.19159893601,7.188786555967512,8.038649955104034,3.29,45581.92160606442,"9073 White Hills Apt. 440
Port Ericfort, DC 95391"
735,66764.39845179237,5.098117276351379,8.646249013675773,6.18,28467.211441719588,"0748 Richard Lodge
East Mary, NM 61589-8091"
736,54973.19371547309,5.426987046640277,7.136285579076757,5.45,40412.72218324823,"5073 Spencer Station Suite 444
Toddfort, MO 95614"
737,54794.423990208496,5.625066678004575,8.003185069990824,4.21,39385.68360069929,"043 Tyler Oval
Lake William, AS 62856-9836"
738,73023.3256097092,5.691798357899348,8.156580335469958,5.0,40512.89326740041,"981 Tabitha Point
Candiceland, IN 88442-5459"
739,67977.38496135897,6.978762746163138,4.08771835350632,4.26,24246.028057559404,"2390 Jones Spur Apt. 187
Lake Raymond, TX 27472"
740,86924.35876562174,6.832939698754405,7.738295553417699,6.32,28719.41088814547,"922 Mark Lodge
Matthewton, ID 71131-3139"
741,71922.83516873862,6.174733572063174,7.301554794349278,6.18,21016.05592555025,"97844 John Street
South Brent, LA 53590"
742,59107.28758465267,7.109089774674555,6.4452336122050085,2.29,37556.107485759065,"03274 Matthews Summit
North Lisa, AZ 80100-6646"
743,58599.61560003941,5.666214458431293,7.067574669256214,3.43,26569.658723805343,"2590 Warren Walk
Robertsport, NY 09253-2552"
744,44214.60123487136,5.156863738421661,7.342819909579407,3.1,49640.17222353487,"673 Valerie Landing Suite 523
New Williamborough, MN 06880"
745,84114.29071761509,6.081558141498461,8.360860711479377,4.2,38702.339272444624,"2780 Pam Motorway Apt. 339
North Christina, DE 50068"
746,65041.6913063262,6.202875144913652,6.088335077745851,4.17,14486.825952391382,"949 Joshua Route Suite 675
Luiston, AR 44078"
747,54648.28607264855,5.531123591209044,8.461380840349209,4.09,20270.541945446264,"80371 Timothy Views
Abigailborough, MN 16645"
748,73801.02175942206,6.4953090814183545,7.212254273190418,4.49,30504.814912617123,"8473 Blackwell Spring Apt. 102
Aprilfort, MN 24072"
749,76153.30490185544,5.322412062610356,7.989237341191615,6.08,32925.3471516256,"083 Kevin Club Apt. 545
Stanleyborough, NV 33155"
750,72007.4888035962,5.7456881415825976,6.7864910618247976,2.13,53713.2762108166,"Unit 3582 Box 2159
DPO AA 10955"
751,79579.99300241588,5.8053887912776645,8.692723427381276,6.08,43214.76502192722,"USNV Walker
FPO AE 81668-3821"
752,35608.986237077515,6.935838865796822,7.827588622388147,6.35,20833.007623149297,"652 Stanton Island
Adamsview, VA 56957-9960"
753,42969.65939269119,6.295500995185928,7.885507353354057,4.38,29594.08986341879,"052 Andrews Square
Port Thomas, ME 50816"
754,73380.6423800211,5.99593448511773,7.06758972702782,4.33,32383.682275704603,"681 Nicole Lane Suite 267
Port Tyler, WV 15700-0718"
755,56398.33364581272,5.793523641828227,7.120717323162388,4.16,50909.69707773736,"03001 Debra Shores
East Stacy, MH 92725"
756,71322.71325108483,6.30829519237231,6.4864058236427065,2.47,25948.644213562373,"514 Soto Plain Apt. 353
Sarabury, IL 71896"
757,80528.49773761486,5.642628712901997,8.560018878678058,5.3,37717.253954973865,"8286 Jennifer Prairie
Lake Georgemouth, OH 74433"
758,80233.22830063224,5.3340718496902415,7.03476598759557,5.3,26263.054962893148,"085 Solomon Avenue Apt. 122
Owenschester, HI 58030"
759,69648.51395169468,5.444737201793215,6.9606055194606915,3.17,36038.959052889964,"66285 Drake Hollow Suite 740
New Shannonhaven, VA 07026-9938"
760,67724.04774613322,7.951003194335827,6.524053597890479,4.24,61916.135537629016,"7655 Gomez Plains Apt. 360
South Karen, IA 23499-8371"
761,67110.33437690776,7.197138760962654,7.236402011153972,6.1,31998.76325115875,"965 Wilson Ridges
Holmesland, VT 81072"
762,77643.28308709673,6.070115922340354,5.381038359373993,4.45,35512.2550468822,"95957 Tara Hill Suite 428
Huntland, KS 57002-5552"
763,75611.47181254938,5.692877721428318,7.174165695372696,6.18,22047.199107593184,"576 Moore Stravenue
Stephaniemouth, OK 66676"
764,64314.50620282567,7.617993928820501,7.0657095737970295,6.49,37217.643378804285,"96225 Evan Springs Suite 707
New Traviston, SD 22484"
765,67176.77037569997,5.976464799433399,9.515694091092325,4.14,40456.01336422713,"242 Smith Cliffs Apt. 583
Alexandermouth, ND 25093-7275"
766,81944.65490798726,6.0653524111826576,6.913781564036398,4.46,34262.323838964134,"6975 Gabrielle Shores
Lake Kelseyland, CO 77085-1324"
767,76113.21733361193,6.377936931302479,7.7362944929124495,5.07,26481.51176570304,"8231 Douglas Pines
Michaelbury, IN 40415"
768,57876.99536422139,3.485869966514756,5.961239758789812,4.25,36800.46042486138,"367 Morgan Lodge Suite 363
West Laurenton, PR 70182"
769,59323.79209970036,6.9778279401788375,8.273697077776598,4.07,37520.65773244972,"17124 Johnson Squares
Lake Robertfurt, AL 61811-3832"
770,51797.303183030286,4.692821270474616,7.373720468265952,4.14,30640.17617201056,"USNV Price
FPO AP 84761"
771,68192.53017411986,5.759335350179622,6.1946130509581865,3.17,46821.31972313176,"98894 Michael Landing
Gonzaleztown, TX 16625"
772,67770.04145051012,6.566819022132857,6.975128032999982,2.17,43254.28882521508,"862 Sullivan Shoal
Murphyville, NM 48507"
773,82816.56093860955,5.087438796538176,6.8402190744958675,2.44,36855.66935107269,"2803 Hall Garden Suite 357
East Carlos, ND 24006-0791"
774,75429.17897604674,6.818759161009513,7.570447110624041,5.48,36769.24968163209,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419"
775,74740.73287565201,5.625513374901294,5.787261160199206,4.36,29954.617619343368,"3777 John Canyon Suite 968
Amberborough, WA 31105"
776,83403.44524581355,7.005353143517842,9.404851241028108,3.32,26319.720009853623,"USNV Myers
FPO AA 04299"
777,56983.90281617553,6.044843459810176,6.638223174280013,2.25,27207.3216915959,"5954 Chambers Isle Apt. 093
Port Tiffany, MD 80411-8043"
778,64446.15728120698,5.923312449054067,6.761698048245084,4.12,46743.721651454434,"9910 Jessica Greens
Grahamfurt, SD 63388"
779,67433.3999444007,7.782461200355238,6.5640275813209366,3.05,41030.408906045755,"PSC 3850, Box 4156
APO AP 93044"
780,63873.628015388495,7.325844476096661,7.5607325145206605,3.0,27587.396417007672,"PSC 1882, Box 8240
APO AP 98603-8591"
781,53052.07477538551,5.218562664045613,6.899871596022022,2.18,25753.34376625825,"59264 Louis Station Suite 868
Ayalahaven, MH 74039"
782,71418.38193736311,5.661224648976687,7.464885508296983,6.08,22571.238702908944,"209 Lauren Extensions Apt. 426
West Roseville, AR 12444-3673"
783,74087.07528201511,6.644227477046249,5.809245850501795,2.19,30709.757482024877,"148 Jeffrey Highway
Port Jenniferside, OR 22136-1566"
784,56588.23691993509,4.9316038737151455,5.2304512739777556,4.32,38132.46448381978,"1214 Dennis Skyway
East Pamelastad, HI 95893"
785,56024.547743067145,6.575305941215055,7.468447700906582,4.15,36215.96254649309,"428 Jacobs Overpass
Bradyville, NE 27399"
786,80900.43968501898,6.495664078824839,9.038150799891412,4.12,40268.518418487736,"895 Michael Loop Suite 312
Mossberg, VT 04614"
787,64432.614336490056,6.95452082924197,7.006551310794502,4.09,50851.06038166327,"3133 Stacey Mountains Suite 240
East Kayla, AK 86549-5044"
788,71106.73804072522,5.4602382850599955,5.9626122834114765,4.39,25861.92822986038,"65540 Deborah Lakes Suite 696
South Williamburgh, MS 36354"
789,73226.20051200867,6.72335021813266,7.194271725556028,4.03,30464.044036834555,"77306 Ann Plains
Toddchester, VT 06518-1374"
790,67814.41733795527,6.33241301352278,5.960443411222234,4.37,35102.9959983678,"4737 Maynard Knoll Apt. 690
Dawsonville, KY 22654-0782"
791,87068.24513072059,6.427781228899584,6.539577203425665,4.12,16083.144422968422,"USCGC Johnson
FPO AP 53323"
792,80356.20938675496,4.660417824381508,9.7102168956017,5.02,16215.417278487696,"10492 Reed Track
North Ericstad, IA 78774-8363"
793,66778.10238475651,6.26872124947221,7.415389387927926,3.14,35399.2102403522,"USNV Cummings
FPO AE 92412-2566"
794,71468.3504959454,6.158043452805399,6.361238404842278,3.35,43269.03336682754,"48466 Brown Port Apt. 116
South Chelseatown, CO 28752"
795,85175.20062562056,7.750851660618924,7.271163221765712,3.11,3285.4505375208782,"792 Angela Forks
South Tylerfort, WI 00472-1022"
796,68638.10784597603,6.445807261583363,5.980229280131588,2.49,25380.41301192542,"813 Mason Burg
East Richard, MP 69145-2326"
797,76278.75268967438,7.1100527096009785,7.340614471272929,4.0,49250.705896431136,"22801 Skinner Isle
Mooretown, TN 01957"
798,84054.43440392383,6.9764523459579495,6.341021453631617,3.04,38712.707743076455,"0942 Jonathan Stravenue
Simsport, NH 46352-3446"
799,54447.68605166547,6.148758825736682,6.077188812741076,2.4,50200.6101077272,"185 Carson Green
Lake Clairetown, PA 77596"
800,56433.010851341445,6.479053951552031,8.542278467258782,3.13,46058.86913570952,"4025 Roberson Turnpike Suite 615
Brianburgh, TN 31726-6186"
801,65803.60064720082,6.7308701845057906,7.063988357697049,4.06,36011.05116911046,"2606 Potter Loaf Suite 000
Gonzalezland, MD 10312-1356"
802,61393.05011478879,4.386179783802828,7.8672555873471985,6.33,44258.90193469923,"PSC 0015, Box 2446
APO AP 94869-0746"
803,87678.03656398894,5.122697837714781,4.6524491201711955,4.13,35781.17461419985,"691 Harrison Neck Apt. 305
Medinaberg, OK 56016-1552"
804,61449.43131800238,4.8999656385124535,7.025530481642872,5.26,42419.86558510189,"08948 Mia Rue Suite 821
Tatechester, DC 53668-4238"
805,65199.989940295,6.4457428983166905,6.937127028132983,3.2,28366.035431853423,"07420 Victoria Trail Apt. 904
Port Kevinbury, OR 86759"
806,64311.30484126285,5.472331805408117,6.133704184584892,3.43,19420.43351255126,"0474 Amber Pines Suite 323
South Michael, MD 89185"
807,83443.2638975609,5.446503903050755,8.36090689344403,5.06,44900.79309698145,"2564 Stacey Field Suite 469
East Derekburgh, ND 43793-5596"
808,61091.45388054303,5.997742589499708,8.196511734460422,4.05,46536.72488235598,"997 Sierra Fords
West Daniel, DE 34733"
809,65550.80327695548,5.060302790228005,8.392741749922976,3.22,55084.15933236109,"008 Hanson Circles Suite 611
Lake Timbury, TX 85722"
810,79632.26492754207,5.273336179265809,7.083305101054767,5.38,38074.1402036044,"57425 Megan Extensions
South Sara, OH 88352"
811,78864.05340835758,6.3789017794160365,7.348649923118692,3.3,50194.10810502152,"8374 Colon Isle
North Yolanda, SD 47070-7137"
812,72000.91792776165,7.16654824983782,7.869974066907978,3.13,27699.0489709745,"02930 Kenneth Glen Apt. 117
East Michaeltown, NC 02319-9280"
813,70817.39831213257,5.641714052246409,7.7443456103695105,5.08,33597.49764647354,"37873 Moore Spurs
Toddview, CA 62858-9908"
814,85802.96828123488,6.160450826862749,6.858251903553205,4.17,26139.26852604749,"056 Anthony Prairie Apt. 509
Patriciaberg, IA 29424-9623"
815,62714.62369135874,5.421296392688249,7.365242715162334,4.17,40082.663105865286,"691 Owens Place Suite 026
Edwardschester, IL 97095-0081"
816,60812.86453427585,7.15749896837489,6.276444356020397,2.22,26411.14227727583,"5008 Amanda Road
Fitzgeraldberg, WI 08145"
817,74004.1304177207,6.706485255567832,5.785742624067893,3.18,25909.19733169629,"961 Benjamin Village Suite 910
Coxfurt, VA 54297"
818,74984.66675231294,4.330577499140045,7.805452717625644,4.47,29287.49813908155,"Unit 1215 Box 1465
DPO AE 75206-0330"
819,64345.071431388176,6.178851434951207,6.70769183182496,3.18,48621.16851455859,"119 Thompson Place
Christinaton, DE 48205"
820,73423.90295447822,5.975373485631425,5.8109425115908495,3.49,34711.782422499266,"0831 Kathleen Mill
North Connieside, TN 84541-4719"
821,67726.1929175895,5.841467063094997,8.416413547253164,6.37,37158.73837338535,"680 Kelly Curve
North Donald, MN 03006-8747"
822,81026.60677735893,6.278111189816944,8.133307932262177,4.29,24407.243175577725,"USCGC Johnson
FPO AA 50443-5069"
823,67037.26910439454,5.768077003636543,6.802139150531727,3.06,41042.430871723336,"96065 King Loop Suite 246
Kylehaven, SC 68949-5123"
824,77615.8513434013,6.200602930130862,6.909326581760941,2.27,36591.52344845072,"0243 Banks Cove Suite 863
Williamchester, OR 45035"
825,73649.39696434651,6.471256486419513,5.667117320554232,4.07,47992.34474372509,"571 Fletcher Mountains Apt. 828
New Vincenttown, AZ 06781-5577"
826,63170.382179153654,6.242850811185758,4.887183995236437,2.09,44345.07695684976,"3488 Marshall Summit
Warnerport, CT 34831-0820"
827,72200.0410450013,6.534200190472909,7.159312421558193,3.17,42485.4425613421,"77607 Dickerson Oval
Maynardport, UT 64088-4501"
828,81844.45583694089,5.116522179845983,7.215354748908736,6.19,51937.437088768886,"84036 Quinn Islands
North Debraland, MS 31006"
829,55473.73631915288,6.368083311016872,8.17797077718776,5.26,48021.89286503418,"USS Steele
FPO AE 47380-9293"
830,76287.4682012735,6.654227602295674,4.985136206837568,2.27,35212.743880369235,"USS Jones
FPO AP 83668-4924"
831,71329.00273031463,6.389930497136997,5.958260743276505,3.13,25974.45322502558,"4972 Collins Glens Suite 751
Aliville, MT 39392-7727"
832,65986.81793940437,4.53177765564368,6.860860393623055,2.15,24056.60446550333,"559 David Mall Apt. 334
Port Mark, MA 66518-9630"
833,74521.17812746152,5.655710429301871,7.542399502132695,4.39,38533.83979167191,"USCGC Jones
FPO AP 54510-2694"
834,53594.896506126286,5.166734554787591,5.9414489319968435,2.35,42653.861375063934,"27605 Velazquez Villages
Lake Brianport, DE 56041"
835,80015.54973288652,6.140989609794848,8.848999367521149,3.15,52469.76544544002,"728 Willie Radial
Yorkstad, IN 28387"
836,59801.49102943553,4.210462757597713,4.954387464005629,2.03,33534.9264026452,"47705 Bethany Forge Suite 965
North Heatherhaven, ND 10371"
837,54465.74736553437,5.7541716333103725,6.3758734633566085,3.18,7234.963520742314,"602 Ferguson Throughway Suite 431
New Nathanfurt, IA 99792"
838,53547.018019691866,5.847392816841371,8.243485302811145,3.14,57979.856197420995,"013 Alexander Extension
West Vincent, MI 76753"
839,73386.40734006619,4.966359940491159,7.915452713565014,4.3,38413.49048363439,"USS Williams
FPO AA 31030"
840,71893.42934261798,5.826870235956906,7.103995531251477,3.39,40364.19314506623,"05664 House Tunnel
New Morganshire, MT 38939"
841,76659.74947560811,5.90132462756088,7.0392266997225725,6.37,41717.72069147904,"9224 Phillips Villages
Jamesbury, DC 07921"
842,58334.70599928874,5.895957276812463,8.225442731910123,4.18,23907.770992924736,"4062 Alexander Road
Floydchester, MN 54215"
843,76076.29070439057,6.213168555670526,7.953781093805205,6.49,46298.316107010265,"148 Steven Port
Morganville, KY 04720-2788"
844,72937.70837665969,7.172735059943353,6.882272763515643,2.04,57121.57973904668,"11627 Robert Turnpike
Frankview, WI 66018"
845,55698.374420444765,6.957262275000857,7.575850908936941,6.32,49506.83060858554,"PSC 6252, Box 5970
APO AE 99235"
846,67712.81276914553,6.615897640558245,6.021413187842437,3.23,16561.192222482303,"87459 Pamela Pines Apt. 270
Hollyport, MO 27499-8987"
847,72827.49079004177,5.138796142483155,8.74508920769991,5.32,14931.270110345784,"908 Solis Curve Apt. 755
Elizabethton, MN 84599-0578"
848,66667.32548539343,6.6460669176361975,8.348953132924079,6.29,37198.29197986914,"USNS Thomas
FPO AE 22417"
849,97881.58727937556,5.034395310548504,7.575905115920423,5.46,37152.7993405071,"01230 Peter Loop Suite 135
Edwardstad, SC 67538"
850,85429.46597672763,6.336769915272652,6.628645005131579,3.32,36411.83456056749,"63830 Jacob Prairie Apt. 334
Kristinashire, RI 38231"
851,78229.554740577,5.7651375222536645,6.308682062163035,4.16,60747.20447892807,"744 Collins Extensions
Nicholasborough, MS 76961"
852,72951.26067338778,4.995845757069455,5.843207841016095,2.33,24998.97158457229,"PSC 0812, Box 1796
APO AP 06733"
853,69993.9633224381,6.668440341326747,7.281330177563887,5.2,39898.30080803309,"40741 Miguel Course
Taylorport, IA 78709-9311"
854,57880.64440980519,5.796357678426253,7.272294413979676,6.02,20255.980297335387,"41142 Haley Square
East William, OR 75068-7718"
855,75780.62112250907,5.100682905634146,7.090924493584608,4.45,34944.98176104173,"514 Hanson Garden Suite 188
Hamiltonstad, NC 25641-9151"
856,63342.29145910628,5.594225848584419,8.166272153368013,3.19,31726.66847612727,"85521 Erica Stream
Garyside, MI 32028-7341"
