,Price
1306,1239309.9147099557
1307,1074263.3172363583
1308,1411054.3169406827
1309,1106336.8383046896
1310,1250866.566789625
1311,1048135.7541761532
1312,357250.6877741283
1313,899609.3001428025
1314,1023162.9529066276
1315,784503.3579188933
1316,1011477.61428122
1317,1535946.643113821
1318,1661435.4795672083
1319,910512.6353617404
1320,789632.6932079874
1321,1326680.2444425127
1322,762208.9847574959
1323,1578146.3399339588
1324,1625166.648489528
1325,1236633.0865635795
1326,956764.0140836356
1327,1050541.31394844
1328,1311389.5758279422
1329,1648201.727904935
1330,1222576.819715059
1331,1436995.2004509894
1332,1374117.0672751863
1333,854812.2579554294
1334,1368670.2992131882
1335,1004070.9982745504
1336,1130537.9927497513
1337,1033864.6352881984
1338,1520234.2293774572
1339,2033546.7845739897
1340,744741.9092512467
1341,1536992.8656720358
1342,268050.81474351394
1343,985339.4738270298
1344,1447353.2638071163
1345,1084539.3870624043
1346,1496466.3571105185
1347,1156979.9154217213
1348,1938866.4898749
1349,1324022.0246243223
1350,1689120.4265200938
1351,1046721.9761732472
1352,816772.3750999514
1353,1198725.4871449017
1354,1296121.431916046
1355,1486401.3205096938
1356,1165990.6036967745
1357,1332669.2347985206
1358,1353182.4938991645
1359,1107692.0033501994
1360,1381117.7013514298
1361,1144177.7760016783
1362,955943.8090150156
1363,1138609.172936965
1364,1095035.1060450382
1365,1434835.9531418546
1366,1796245.8079055634
1367,1580727.450288832
1368,877247.24536775
1369,1610006.604587974
1370,1202227.9566643513
1371,1860358.468312067
1372,1550181.074521719
1373,767784.6304433151
1374,1446983.542276461
1375,1572513.8381522945
1376,1280995.5491585608
1377,738030.6498645385
1378,1865071.409637264
1379,1578493.7077838732
1380,1306288.622680067
1381,1277780.5122094348
1382,1397341.8559937114
1383,1101341.1944382847
1384,859427.979306825
1385,1257376.1736885186
1386,1270390.2484683355
1387,973096.358177584
1388,1269293.208736044
1389,1784057.8431598432
1390,1742431.6630896688
1391,948279.9393794067
1392,412269.2033995612
1393,1412619.7099471306
1394,494742.5435776913
1395,738760.7474313262
1396,1900999.5459053195
1397,1690091.018694864
1398,836339.8169458734
1399,483458.5482582932
1400,1169166.9894781034
1401,1383783.9118326548
1402,1492033.2046736872
1403,736798.5333089959
1404,993725.2171881604
1405,1137685.1162854831
1406,1578141.0531342432
1407,1473540.759938544
1408,1550359.5484654682
1409,1521527.0421970466
1410,1136347.792319244
1411,781213.0669276181
1412,1662939.0973972816
1413,932979.360621325
1414,1347622.4830190958
1415,1228138.1291208954
1416,1271752.4319501128
1417,841392.493028112
1418,1400498.2675747594
1419,1796009.5040461638
1420,1232156.01224821
1421,1371670.3893379816
1422,1002023.3582174428
1423,1034366.7777318212
1424,1280431.5736478446
1425,1356539.5070872393
1426,754960.5528405047
1427,1492521.8665181694
1428,1450769.8409873634
1429,974805.9937128816
1430,1339254.7267992808
1431,1531216.8939163382
1432,1279353.9245121088
1433,647982.6536393018
1434,834268.3429210644
1435,1458422.8106991698
1436,1004124.9090759716
1437,1245947.1023549838
1438,1094321.8827550935
1439,1453597.5066767505
1440,1587406.3028569715
1441,1815920.449805418
1442,962747.1638994686
1443,1125476.2017695494
1444,894292.0474101036
1445,717213.2687989543
1446,919207.0276133117
1447,904785.1631560352
1448,1061785.5833805124
1449,698457.6776499674
1450,1110114.2203447744
1451,1726719.066744131
1452,1094879.7734913756
1453,1495384.003668785
1454,1063344.634927028
1455,1919693.23049382
1456,1124463.0404031896
1457,1261761.2309397706
1458,1524115.890915512
1459,841236.1676342584
1460,841276.5860989693
1461,1720734.4031475058
1462,1432756.5170942058
1463,1131154.5183654232
1464,1706291.9905593214
1465,1224792.356950685
1466,1504441.0101502882
1467,949072.2495954648
1468,1237360.7184158338
1469,1186688.505938349
1470,1182670.135034575
1471,1170959.5262846122
1472,992053.0502238964
1473,1289008.216604162
1474,1556987.7244597748
1475,1519928.4853517166
1476,961539.0599236458
1477,1303106.7871561598
1478,1211110.0840824863
1479,1007478.7484311544
1480,1220700.6961370956
1481,1272337.503505837
1482,1333865.4377201414
1483,479500.5568108269
1484,1034180.9492611092
1485,1253359.9540054663
1486,972417.8089132756
1487,1322782.7602694822
1488,1282758.90307051
1489,999970.67942849
1490,1174949.860790675
1491,1221823.704469835
1492,1197740.916766395
1493,414165.22036082624
1494,1811265.5232156063
1495,992622.769267206
1496,1599851.8945084098
1497,836883.5652618493
1498,1377939.7745081235
1499,995137.2023937796
1500,1167621.046449695
1501,1716323.348128052
1502,1385776.5072172538
1503,944288.9110136192
1504,1000087.1206321408
1505,1004340.0359426616
1506,1205568.3665622354
1507,1040782.4858810924
1508,968082.1645233814
1509,1956438.6514352525
1510,671802.0395152965
1511,603714.7885821962
1512,1083745.371808771
1513,1585873.833196516
1514,744291.0273210739
1515,1483848.1693759758
1516,1232872.356171418
1517,1358526.7412621249
1518,2081869.2835028644
1519,1421715.4153436075
1520,1426695.6863993006
1521,1460364.2998845282
1522,1599911.367564835
1523,1491145.2404770595
1524,1200653.345481142
1525,1692308.589766106
1526,1060241.1998264685
1527,671671.7144903882
1528,1467910.5694426084
1529,1456273.723935143
1530,1064939.5225198085
1531,1555320.5000011197
1532,1710966.0356305088
1533,776125.597113738
1534,1638606.833896943
1535,1405059.641674222
1536,902520.9400336036
1537,1713161.6991637428
1538,1028493.601458844
1539,1581817.4067967194
1540,1202452.7282114923
1541,1222726.5643610675
1542,1276471.5809718044
1543,1034760.0399469784
1544,1554634.9946986004
1545,1241699.117121414
1546,766078.3707692815
1547,1252419.1963991649
1548,469262.8155752149
1549,1344651.5738711937
1550,1235750.6017170658
1551,1568700.5855257383
1552,1360100.7192439777
1553,1031146.7545545298
1554,1438290.8514259474
1555,1281741.1633804708
1556,623721.6129854085
1557,2024902.521283108
1558,1283415.2655546074
1559,1279464.6466970122
1560,1082825.6379373989
1561,768541.9161245954
1562,1392207.647768422
1563,1660295.795958334
1564,1013252.2090460656
1565,1168845.8151736828
1566,1400961.2787884492
1567,1295901.4544655872
1568,1325819.9131084683
1569,1538903.9925451411
1570,949684.4101807602
1571,1032180.378259136
1572,1315568.1643761364
1573,880132.8440062631
1574,1636996.0736033912
1575,608794.2466921951
1576,1132146.3204353235
1577,1737759.0500294531
1578,469016.24780787673
1579,1196643.3845282209
1580,1152269.4307673892
1581,1500481.759524706
1582,1199760.291716345
1583,792174.1738214786
1584,854487.5970384093
1585,1074369.7767178162
1586,1643338.9927174544
1587,1578319.8904850134
1588,1358646.7462613978
1589,832691.178130848
1590,893802.0888455657
1591,1910585.0524316991
1592,1053236.599854908
1593,789043.8511966037
1594,1559678.6133662397
1595,1330929.4721535884
1596,1382810.7056157028
1597,1279279.7998179044
1598,755292.1143602777
1599,1296645.374940565
1600,908616.4826240856
1601,1537475.7898288334
1602,1428693.929893514
1603,1362436.153753944
1604,1223777.4976237444
1605,1457022.6303982614
1606,948054.0086787434
1607,762144.9261238109
1608,649223.5060818361
1609,1185160.8610785818
1610,1204372.295219665
1611,1027311.507673405
1612,1794014.297854993
1613,931733.3638805776
1614,955689.5329258528
1615,1439714.2805609994
1616,1502447.916728789
1617,826328.1083526685
1618,1471799.6763039234
1619,1266616.5467141946
1620,1217061.2536475826
1621,1797105.1029608748
1622,586381.5473253077
1623,1191340.825875469
1624,1286980.8074177934
1625,1355556.9536497225
1626,716771.0057488753
1627,970044.6656400692
1628,971928.9868990356
1629,1277297.48311534
1630,1741959.834430735
1631,1053966.4254339284
1632,1288199.1527291734
1633,1987332.217286645
1634,1785449.7201678944
1635,959416.4366620412
1636,1381830.779029103
1637,1218509.1453244926
1638,1126137.681408579
1639,1399906.4496455966
1640,1441576.8467606597
1641,509499.588996669
1642,1125880.4873707383
1643,998702.0371241436
1644,852982.5643785995
1645,1527691.7006808666
1646,1110827.8221612975
1647,1011909.6944313496
1648,981785.0591534552
1649,889845.6011902957
1650,865816.6759261268
1651,1370178.474136888
1652,917610.888395342
1653,1459342.8867985625
1654,1006885.8444127028
1655,465499.8080598057
1656,1219778.0342015522
1657,1300133.9667015576
1658,1402146.87334661
1659,1558572.2432714645
1660,1215288.4895118726
1661,1260616.8066294468
1662,936864.687834366
1663,1353854.4775205588
1664,1340227.2768822638
1665,2108376.165803347
1666,1234629.59549004
1667,1238929.1100683312
1668,801348.5895113541
1669,1754576.1455501278
1670,1292740.4464302254
1671,1189466.7143340828
1672,584061.2474302108
1673,1227167.407601847
1674,1296146.938859657
1675,1557914.8897784243
1676,1202844.3737125816
1677,1325860.533421939
1678,634218.4408284404
1679,988175.0073923124
1680,1072253.833655116
1681,768301.8020259616
1682,890112.5493178923
1683,1680252.7373371338
1684,864132.0330832003
1685,1113313.409218787
1686,1415647.553437237
1687,1403296.2576075103
1688,939139.0293389644
1689,1281113.31524688
1690,1159841.8313392492
1691,1209964.35233124
1692,1434803.061308178
1693,1063206.3779510346
1694,1308508.1189828415
1695,1872191.5481572845
1696,1537310.6164231747
1697,1642011.344611863
1698,627733.7433863797
1699,1270963.5632637104
1700,398909.5098600632
1701,1480227.5472434366
1702,1384802.464205422
1703,1372969.3107494302
1704,1203247.8901339215
1705,1169265.146218866
1706,1827899.1856764853
1707,865099.5233723286
1708,1212899.2186562717
1709,1723397.0892835609
1710,1403802.5018906312
1711,1558547.577837524
1712,1240319.6922110629
1713,1183014.5086739515
1714,1026505.8205659144
1715,810537.1483921647
1716,1874415.1070496892
1717,1394518.4154676315
1718,1513427.551164361
1719,1017722.997568472
1720,1248130.5205878613
1721,880084.7004478722
1722,1033626.4114965134
1723,1311379.5963119804
1724,566645.8578321565
1725,1153233.2406400938
1726,663128.8400534061
1727,1371298.4246050415
1728,1113570.8518884848
1729,625990.3004351463
1730,911202.1683461092
1731,866328.1313278642
1732,1584615.57383898
1733,1233484.4765780976
1734,935488.606494803
1735,1168574.665599605
1736,895600.423741341
1737,1496539.312892634
1738,1796531.9032657258
1739,805433.7396581171
1740,1769484.8931096962
1741,1055417.6581404742
1742,985749.787356535
1743,1718625.9452745786
1744,1354928.9500961443
1745,892039.4034522664
1746,1622837.3530338
1747,1573998.9022596634
1748,1337472.085151686
1749,1534889.8534666563
1750,1396241.1981041245
1751,1346379.9849433708
1752,809755.6175461733
1753,1021122.0523475125
1754,1085101.324005708
1755,1084255.6782722834
1756,1838092.102498864
1757,960808.291081754
1758,1246936.9457814738
1759,1451658.8772407244
1760,1139615.720123558
1761,815593.7638087127
1762,1491811.661122951
1763,864483.7584963772
1764,951243.854076582
1765,1099725.2829094643
1766,1432252.081073976
1767,1023205.0409895576
1768,896937.6577995939
1769,1051123.8330999936
1770,555811.4067429452
1771,1033881.1348005374
1772,529282.0843920948
1773,1532533.6109384932
1774,1509422.5799431617
1775,1478823.6472742946
1776,1162949.6789860271
1777,1133910.648443125
1778,461473.56652671896
1779,1281308.3316020842
1780,1117741.7573242227
1781,820250.3894658082
1782,998855.579912743
1783,1617072.27721383
1784,1433260.2277418757
1785,1024787.9415573477
1786,1348804.229340074
1787,1056993.648597157
1788,1352096.0506802993
1789,767214.7961467195
1790,1578829.0122140937
1791,1808341.465666734
1792,1375105.3459220582
1793,1530729.5784536256
1794,1029861.6229008453
1795,1074296.7036450151
1796,1795428.7743897976
1797,1077805.577726322
1798,1644923.078262324
1799,1377447.3485206584
1800,1347225.944669636
1801,601973.0017397135
1802,1198915.942820417
1803,1126042.4049714075
1804,893215.2366394276
1805,1856211.350359604
1806,849566.0855445924
1807,1164615.9678425193
1808,1226441.4792170248
1809,1597655.2584122843
1810,1727982.9870259946
1811,1626368.6673131543
1812,764799.8830136815
1813,987746.9239531008
1814,1599860.079583913
1815,1940225.907504852
1816,1659100.1242863662
1817,1122083.2511626473
1818,936368.9634048606
1819,1506651.1565735163
1820,989263.23661234
1821,1266209.7532091062
1822,1068786.6717911256
1823,976649.0166086608
1824,1089601.88163052
1825,918533.616385498
1826,1877268.7500216227
1827,1096543.3060608972
1828,1555184.5805683313
1829,1641055.9390446388
1830,1126450.4261744465
1831,1135079.3452920208
1832,1454699.2314104706
1833,1159207.0846165894
1834,1592175.5124622623
1835,919926.9985237204
1836,1033475.6994679804
1837,828477.2913121369
1838,1310207.133039433
1839,1247645.409710813
1840,989643.0313890134
1841,1063630.927500455
1842,1113936.637831619
1843,1903533.0843493931
1844,898281.9024826281
1845,1305219.5213491025
1846,857934.5477662288
1847,1560746.8656891368
1848,786407.9451174276
1849,624244.9443876417
1850,1629573.8859278488
1851,1460341.0111764427
1852,925163.7460279363
1853,1562842.6380946643
1854,1200401.9889419326
1855,1172385.8977045629
1856,1245788.3028062156
1857,729989.3499281745
1858,804170.2015536873
1859,1484688.2340335343
1860,1234609.738908291
1861,1219154.4031595571
1862,1507035.8737133096
1863,1244955.4607115337
1864,1183884.005068762
1865,1427202.2785615397
1866,1046347.12078429
1867,1028760.4652352538
1868,943485.047267782
1869,1434323.8251566691
1870,873588.1296870057
1871,1409892.0897761208
1872,1876746.4866277915
1873,1203094.0899540265
1874,1424994.375415845
1875,852504.585576406
1876,1000842.1776144834
1877,578142.4703379882
1878,1195986.2988348743
1879,1244881.3632416883
1880,1501303.964140751
1881,1572990.3735681805
1882,1689512.1795895589
1883,979568.628541252
1884,1580691.6168731612
1885,1656785.4477005391
1886,1835564.6892077709
1887,1144319.075933622
1888,1279945.5101680192
1889,395901.2500673755
1890,1262012.9263482816
1891,1127174.7125458175
1892,671661.7134409613
1893,1399979.6669529427
1894,802274.128946526
1895,1792254.8180047118
1896,1425366.413433149
1897,1166600.4566258276
1898,1429529.6303333663
1899,829794.8232933849
1900,1604954.7234397994
1901,927978.9092449584
1902,1707269.5277034238
1903,1328701.1941356598
1904,1595663.4739549155
1905,1413105.4948034876
1906,1203623.8408419904
1907,1568578.5117432624
1908,1409943.302994841
1909,1028650.5919845894
1910,1412501.2455075418
1911,1410010.9940005562
1912,942397.0664762192
1913,1628490.7929731046
1914,758570.797192593
1915,581134.9649442481
1916,1952622.401731699
1917,994897.7277644676
1918,1684554.7154528482
1919,717661.5560232053
1920,1166558.3735827007
1921,839638.4609643505
1922,748322.708245135
1923,1373106.5665929231
1924,858088.7187869565
1925,755843.7090123148
1926,1520263.7556412728
1927,1877941.971423074
1928,1027191.0290126376
1929,1131225.759703263
1930,696467.1699379117
1931,1450624.523999585
1932,1586312.1579576717
1933,1190213.5129050135
1934,560598.5384309639
1935,1544379.7477356796
1936,1414259.775358291
1937,1217021.518740754
1938,1115394.393195597
1939,1568433.3278843083
1940,1573288.817601286
1941,1051644.5540225492
1942,985059.3058065888
1943,1491153.0301284252
1944,860399.3451932153
1945,1222689.5233795908
1946,1678347.5275379843
1947,1291331.5184858206
1948,946182.0501766272
1949,1055484.373480787
1950,1702526.0563464884
1951,1390870.0954755268
1952,1814550.9014238769
1953,1296432.7846447614
1954,1384478.3045482538
1955,1976170.0894339331
1956,1517693.106201501
1957,1890789.1767706247
1958,685123.139313775
1959,1654965.295712076
1960,1128906.3392210985
1961,1003701.0495827476
1962,321058.96071220515
1963,1626676.4900791012
1964,1884674.2407271257
1965,813726.113831596
1966,716344.6279481957
1967,1629983.8467032425
1968,1598593.732667399
1969,557362.204267089
1970,1037147.4674024236
1971,1014226.2985707616
1972,1591022.9035030273
1973,1398979.2487082446
1974,1080624.497165721
1975,1536208.366135118
1976,1057252.5826211006
1977,1415349.649667964
1978,1779874.753762815
1979,1277380.5286085252
1980,1292979.3648119636
1981,1356146.2608426227
1982,1066768.0000586305
1983,1367641.27038369
1984,1095768.7333528611
1985,962531.6648892356
1986,1496577.458586566
1987,1431386.814465111
1988,1603075.2366169535
1989,1177744.973092636
1990,679228.9927468386
1991,858159.6196000497
1992,492984.5946724443
1993,1052567.6986714758
1994,1653232.5510850863
1995,1450786.775373464
1996,803919.8064717614
1997,1770681.1324528973
1998,1059113.7212754686
1999,1354874.8372024396
2000,1165877.6686129526
2001,1920527.529755651
2002,1481940.7615078837
2003,860346.470698685
2004,826587.3919400298
2005,1111655.9058386355
2006,922514.0879743272
2007,1150093.8888661466
2008,1249914.394842537
2009,751952.5708591443
2010,980049.3901359153
2011,1917583.9986181413
2012,1020145.9725180224
2013,1578737.4363400638
2014,1193021.3116128664
2015,714142.2406539195
2016,1344523.4084306443
2017,1448081.251171976
2018,678587.2437272832
2019,1925615.840805491
2020,1810158.4867088555
2021,1685967.6482156422
2022,1367142.71669501
2023,995783.1624832104
2024,1693693.5531272253
2025,1259665.602981643
2026,1109559.8516026712
2027,1454035.0082315337
2028,781482.5832219761
2029,994107.8898057408
2030,1226992.9026520108
2031,1731437.4159947769
2032,1381272.8805665972
2033,333160.9942794951
2034,1299924.7977382322
2035,1108912.5146293468
2036,1524689.063301804
2037,1072891.0826067864
2038,1440738.4688912423
2039,1113373.5200017327
2040,879511.1964474785
2041,2096954.0406756613
2042,1511743.1291910275
2043,1409439.0637651668
2044,1024907.9401935096
2045,1222277.0910204104
2046,938827.8008369108
2047,1213530.8498658694
2048,956241.9912803004
2049,517937.58954093023
2050,837540.1697407691
2051,880402.7569219653
2052,1011331.1636193402
2053,730739.4189500834
2054,1373512.3017761726
2055,1626125.1656497952
2056,987973.8927878812
2057,1397680.2412138034
2058,1476392.5507553308
2059,1326481.6746851509
2060,1340769.767829137
2061,1622827.297843668
2062,1735416.9213924294
2063,612938.7144827124
2064,1046818.06975883
2065,1092701.392243675
2066,1634781.273826886
2067,1016960.6547934016
2068,1532845.7231194605
2069,1322010.0566819045
2070,1137069.30717901
2071,1657667.3321639488
2072,1942640.265322809
2073,1129798.3727253522
2074,1456486.292963147
2075,1103648.2877240828
2076,1427842.5062336754
2077,980145.782902982
2078,1555510.3797599026
2079,756319.7340442679
2080,1384965.6541746578
2081,1647278.684983665
2082,987434.7498393512
2083,747396.2531268047
2084,1472967.81431064
2085,1603046.1793571317
2086,1423908.257928105
2087,1550931.0678444891
2088,1593836.7851927518
2089,1565151.54520208
2090,656971.5307242259
2091,867311.0637470544
2092,1614667.5279239863
2093,1394900.984583555
2094,995813.2160648316
2095,1484653.884070311
2096,1166198.115612074
2097,1383938.3667970055
2098,1290043.366614489
2099,1288122.6243460544
2100,497579.4465868728
2101,617157.9102965128
2102,1044999.3428528216
2103,437436.13820319896
2104,2007639.4321368616
2105,1360623.694456931
2106,1167626.7358808988
2107,1295099.436777126
2108,1324845.863270578
2109,577168.2739439054
2110,1457755.979317714
2111,1369582.5824914402
2112,984311.774539692
2113,1003837.6670084944
2114,1005392.4185892516
2115,1287325.381856674
2116,1248845.2090319684
2117,1529830.3684547062
2118,1242114.1008793542
2119,1657363.0570933966
2120,1111108.5012185797
2121,1245400.955310805
2122,1036782.2448843296
2123,840124.8423453172
2124,1208843.2767307777
2125,1390251.419934081
2126,1518706.282893025
2127,1455511.267365652
2128,900851.1631095211
2129,1316793.5692341109
2130,1559997.1510714702
2131,922054.1319412548
2132,757469.0222451196
2133,1489540.134903209
2134,1409038.9871176342
2135,1151281.847495203
2136,946556.2636948556
2137,1453312.4679297977
2138,1234837.2060070026
2139,1395218.5802629231
2140,1311654.2628987662
2141,1474466.879984229
2142,670356.8953325775
2143,1256086.507059112
2144,1188416.8057158843
2145,1373048.09902299
2146,1133084.3238238392
2147,938171.3555536494
2148,1183343.566493446
2149,1735637.4144256697
2150,1360502.2488120492
2151,481391.6433219672
2152,1062593.4832072696
2153,961495.0964457644
2154,952533.5781735644
2155,456019.171216889
2156,1596342.908747797
2157,661043.3565144942
2158,891468.2132791065
2159,1587122.3687081682
2160,1241386.7369789924
2161,2106510.862818944
2162,936148.5119028986
2163,1518787.7610306498
2164,1420979.1842857092
2165,1367619.9234428834
2166,1062666.3663835817
2167,1162735.2719242666
2168,862376.7533414437
2169,325195.9428324207
2170,1116902.3448930443
2171,983180.3746417832
2172,1179992.288675164
2173,1499153.0808398786
2174,1370830.388597882
2175,906419.3179021332
2176,1877073.574771984
2177,1184462.319944161
2178,1508198.6717552186
2179,1056225.6856011886
2180,1131887.7617860057
2181,1636080.390400312
2182,1127873.5774725412
2183,1724733.024817479
2184,1309860.0588041751
2185,1172188.1935091391
2186,832536.8853673466
2187,1560870.2109838454
2188,817938.7774108642
2189,812512.2412531745
2190,1442128.7319147731
2191,1246218.3100606224
2192,1440961.856944883
2193,1357710.964922556
2194,1323300.7199028442
2195,1268600.3609331837
2196,1619829.095720185
2197,1414495.3431338137
2198,1577462.0339503873
2199,1637831.3278346297
2200,1792753.4995637876
2201,1618127.606868063
2202,1186662.5142254874
2203,786559.0248508396
2204,1794212.185766711
2205,1494101.444719538
2206,1637261.8540206803
2207,1439506.1015570092
2208,1315666.8739232162
2209,1295967.3874154282
2210,1259357.0232683488
2211,1166333.8865033598
2212,846841.4564238227
2213,1034539.8306178992
2214,1194357.4059239507
2215,1409684.4851189123
2216,961311.7291737748
2217,1100093.909275263
2218,1546469.7826846072
2219,1748782.8086400446
2220,1727006.950678222
2221,1251663.8512621766
2222,1394637.6499772295
2223,1140918.805465924
2224,518831.47063277656
2225,1184614.087024015
2226,637951.9055551022
2227,1201785.6666717983
2228,1275143.1684079738
2229,1352547.6933606025
2230,1069292.3268591478
2231,934111.6355005292
2232,1363669.0689153152
2233,894251.0686357756
2234,1062206.3209441437
2235,1228810.7450455215
2236,1675523.36662169
2237,718887.2315009277
2238,1093873.2913736606
2239,622449.6452289193
2240,1601527.4148865074
2241,658644.6170003233
2242,1518319.640704069
2243,988746.4205867316
2244,1116730.8669707328
2245,1754866.3954783296
2246,705444.1167909042
2247,1158697.5999860524
2248,1340705.1192224375
2249,1176111.78829563
2250,1010813.7090555576
2251,1618721.1384298413
2252,1144507.423229717
2253,1426545.9673390274
2254,1510996.4352668852
2255,1377275.1787725226
2256,1267150.8366871378
2257,1215608.5310559657
2258,1334952.605118672
2259,482689.70337566634
2260,1761960.5686365997
2261,725830.6020326181
2262,1616382.9321180566
2263,1302933.247569278
2264,1365081.1775398466
2265,949879.9338885004
2266,1381442.7584597112
2267,665266.9765732376
2268,1336743.3833950302
2269,1235591.828348264
2270,1151233.0954609383
2271,1370274.3873120216
2272,1517152.5846254574
2273,1597776.7705061822
2274,1670908.6619607303
2275,722115.124273698
2276,1246509.1402311178
2277,957806.002679502
2278,1327969.285872227
2279,1445731.6259433646
2280,555755.6567947512
2281,2252243.340472784
2282,2186194.7925734245
2283,1062095.467626749
2284,1291759.392660681
2285,470008.13822756393
2286,771214.4795723044
2287,1272180.196538667
2288,1360908.3196200058
2289,1392537.290354905
2290,2102244.496777067
2291,1245070.33791015
2292,1425632.5419741997
2293,1205962.994953347
2294,1173695.2918510274
2295,1327811.34262042
2296,1397461.5525224116
2297,1090888.9630292277
2298,1472809.4869159523
2299,1268703.8107933956
2300,1447920.6803593482
2301,1228323.224905942
2302,685355.4168064342
2303,1883082.2763200684
2304,513215.9882314093
2305,1261927.418880633
2306,1813043.926135564
2307,1312063.7561173777
2308,758262.6121106534
2309,1076995.904067892
2310,1385775.6667563657
2311,1261681.960817626
2312,1146532.4547405615
2313,2092949.8613406112
2314,1465120.4700062692
2315,590199.1722354505
2316,967868.51456034
2317,1243838.6342287173
2318,1473372.1641704566
2319,1280700.4032528442
2320,1730662.3929334427
2321,1113314.6988738158
2322,1754937.7154157576
2323,2014851.344161515
2324,1236931.7282626638
2325,1356062.1044986642
2326,1842065.952753089
2327,1552915.1644898625
2328,1485418.1022610776
2329,1445030.984450201
2330,1185743.8241796806
2331,916717.6046638167
2332,1335830.7924195908
2333,1077059.155960404
2334,1518169.4438087677
2335,1605398.5719999787
2336,1032663.0030779238
2337,1238396.412062526
2338,1419158.9590479657
2339,508951.5668799004
2340,1394970.5985855695
2341,1329521.1389832832
2342,1072503.237943672
2343,1088176.2005164635
2344,644142.4756618709
2345,985283.8815578348
2346,1094069.7981215387
2347,1635092.43276192
2348,864446.7942204889
2349,1077813.592994645
2350,1727592.6372201012
2351,1220724.1772550123
2352,1409439.0758724706
2353,1193482.5030929646
2354,822685.3745816726
2355,1670256.590157741
2356,1487571.5513345315
2357,1212276.3574996628
2358,1365151.3942278114
2359,1101239.492185515
2360,752800.1475251733
2361,1523136.4847209472
2362,1139959.9327416266
2363,1583897.5377636522
2364,1016871.4149142244
2365,1067727.0946673383
2366,1204598.0374631258
2367,1660678.0350868388
2368,1372549.7824922143
2369,1185310.2673441938
2370,676979.7154027742
2371,1022342.573636082
2372,941594.3284107696
2373,978312.7484191256
2374,1879416.222452312
2375,934408.7142813632
2376,1528900.8563697478
2377,1560693.0982718563
2378,1107286.972727985
2379,1023862.983752334
2380,1922281.305339749
2381,1253609.7640408725
2382,1380353.887598126
2383,1387864.8896270732
2384,1063399.2747829244
2385,699222.836143786
2386,1242979.1541040274
2387,2096977.790185921
2388,1039794.7674478192
2389,664465.3309873971
2390,266298.8811183604
2391,1852338.4692459644
2392,1489574.1370137818
2393,1903660.9191608536
2394,1422916.8108158372
2395,868713.4366943266
2396,999369.7983646088
2397,1114667.2494865104
2398,1747004.582759027
2399,1882118.610971276
2400,1383395.2874928915
2401,1479758.3175267638
2402,585440.4314477128
2403,1930805.946694563
2404,1023595.112870682
2405,1090996.1430147758
2406,1649947.1597520178
2407,1232974.1420829988
2408,1193519.5083805996
2409,1458009.2105256943
2410,1244248.524945985
2411,1361872.2910159142
2412,1902814.526796328
2413,1164497.0193326313
2414,995721.6273979772
2415,1642164.2161155469
2416,1305127.336002346
2417,1054304.171728802
2418,1125230.4502937691
2419,1205212.2919847155
2420,1258686.2857108044
2421,1107067.804259093
2422,1205878.7696221636
2423,1442945.1449720778
2424,1845630.0708228932
2425,496359.97079138213
2426,1261843.8443217382
2427,1079000.316267436
2428,1005843.916993128
2429,854815.1175016209
2430,895845.5654869695
2431,1434240.3558561043
2432,987026.3707410204
2433,1383565.6961895288
2434,1366405.9719604012
2435,1626592.991061007
2436,1162854.5519412763
2437,1214482.378653457
2438,1096912.0357985822
2439,1582765.592476812
2440,494609.03343102656
2441,1462899.0314555492
2442,1588549.5007319287
2443,824540.8963674724
2444,1476277.527374216
2445,1659170.5127753727
2446,1090788.9812340653
2447,1339096.0772451318
2448,601007.3511604669
2449,745586.5735088169
2450,1009854.70493643
2451,1373528.5581959272
2452,785399.1395370425
2453,1043548.6091084076
2454,1333995.8520983488
2455,607249.4232841765
2456,1444701.3279198643
2457,1495375.423345531
2458,1063069.916425088
2459,798869.5328331633
2460,1309768.1961093454
2461,704375.8684056341
2462,1702090.6352886
2463,569876.7748806281
2464,1475349.5520184026
2465,1792368.627274575
2466,957117.647167354
2467,1245749.5943833694
2468,1175289.1605114085
2469,716316.4881444586
2470,1676770.330573918
2471,1144641.8194544462
2472,1168760.4276857057
2473,1662038.7593434926
2474,854045.0137671691
2475,799207.7042750404
2476,1613814.875491537
2477,1459525.375848546
2478,1495390.49870273
2479,1520371.0075154612
2480,1799455.4060927469
2481,1280910.189933004
2482,1398466.6278241158
2483,1174779.157761556
2484,1098518.1336854908
2485,1352756.7526296007
2486,1577849.5238022262
2487,578593.5339451779
2488,893919.0388163759
2489,1148720.9050037193
2490,1505890.91484695
2491,960083.9968510192
2492,1194113.6937494338
2493,1448668.423840238
2494,1311067.4456660468
2495,1429951.80389933
2496,1526025.6590792213
2497,1614373.9639831055
2498,803270.1278367852
2499,1251566.478453565
2500,980983.2109523584
2501,1603627.937749694
2502,1055153.3195092094
2503,732733.2362930495
2504,2237778.0257039685
2505,1707650.435673782
2506,1039517.5335082016
2507,1073347.545209808
2508,1784260.8487219375
2509,1055548.6757761142
2510,1109639.9956683936
2511,1079745.1185021442
2512,1698198.7513699988
2513,1483685.9038027334
2514,340605.2113124609
2515,1060440.595655847
2516,1567482.2680612735
2517,926882.9194765616
2518,868314.4735625429
2519,1747244.8633075694
2520,1196064.3299441882
2521,920951.5682989664
2522,723089.9525266482
2523,1521745.663006273
